,c_id,className,ReadingEase,ReadingEase(NL),CodeElementRatio,QuestionRatio,StopwordRatio,StopKeyRatio,ConceptualSimilarity,AuthorCommitsFile,CommittedTwice,TotalAuthoredCommits,ReviewingTwice,ReviewedCommitsFile,TotalReviewedCommits,ReviewedPRs,ExtLibSimilarity,sentimoji,gold
609,47158578-2444-u,u,74.8616666666667,88.33754901960786,0.1956521739130435,0.0,0.4347826086956521,0.4347826086956521,0.2776840538002493,0,0,93,1,7,162,16,0.6882162524276129,0.0,-1.0
612,68089309-7295-nu,nu,100.0,100.0,0.1923076923076923,0.5,0.3461538461538461,0.3461538461538461,0.3124999999999999,0,0,94,1,5,73,20,0.4549484800017944,-1.0,-1.0
619,67717397-7279-nu,nu,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.0,1.0
620,67719415-7279-nu,nu,100.0,100.0,0.0333333333333333,0.0,0.5,0.5,0.2138089935299394,0,0,237,1,2,221,29,0.0,-1.0,-1.0
622,67551641-7275-nu,nu,87.94500000000002,87.94500000000002,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.2721655269759087,61,1,3166,1,64,1478,289,0.7132563134989169,1.0,1.0
623,67551826-7275-nu,nu,52.86500000000001,52.86500000000001,0.1,0.0,0.5,0.5,0.1825741858350553,61,1,3166,1,64,1478,289,0.7132563134989169,0.0,-1.0
625,67552369-7275-nu,nu,100.0,100.0,0.0666666666666666,0.0,0.2666666666666666,0.2666666666666666,0.1543033499620919,2,1,169,1,13,171,45,0.0,1.0,-1.0
626,68099888-7275-nu,nu,66.7871428571429,66.7871428571429,0.1428571428571428,1.0,0.7142857142857143,0.7142857142857143,0.0,0,0,169,1,1,171,45,0.0,1.0,1.0
634,66846012-7241-nu,nu,100.0,100.0,0.0526315789473684,0.0,0.631578947368421,0.631578947368421,0.0,6,1,1591,1,24,1554,296,0.0,0.0,-1.0
635,66847413-7241-nu,nu,86.24865591397851,86.24865591397851,0.0144927536231884,0.0,0.5072463768115942,0.5072463768115942,0.0976416832356179,3,1,3488,1,27,1811,308,0.0,0.0,-1.0
636,66848743-7241-nu,nu,69.31750000000001,69.31750000000001,0.0212765957446808,0.0,0.6170212765957447,0.6170212765957447,0.0912870929175276,6,1,1591,1,24,1554,296,0.0,-1.0,-1.0
647,66509896-7220-nu,nu,100.0,100.0,0.1,1.0,0.6,0.6,0.1272569525951555,0,0,60,1,11,71,18,0.0,0.0,-1.0
649,66511829-7220-nu,nu,99.23460526315787,99.23460526315787,0.0476190476190476,0.0,0.5238095238095238,0.5238095238095238,0.1904761904761904,0,0,60,1,11,71,18,0.0,1.0,1.0
654,66271913-7200-nu,nu,89.6067307692308,89.6067307692308,0.0714285714285714,0.5,0.5714285714285714,0.6428571428571429,0.196116135138184,0,0,3488,1,6,1800,305,0.0,-1.0,-1.0
659,66366292-7200-nu,nu,69.78500000000001,69.78500000000001,0.0769230769230769,1.0,0.3076923076923077,0.3076923076923077,0.372677996249965,1,1,3166,1,4,1426,282,0.5491549383806152,-1.0,-1.0
660,66367988-7200-nu,nu,66.40400000000001,80.49869565217392,0.1515151515151515,0.0,0.4545454545454545,0.4545454545454545,0.0626224291085149,20,1,3166,1,27,1426,282,0.7708581373469787,1.0,1.0
664,65716351-7187-nu,nu,55.21529411764709,55.21529411764709,0.0526315789473684,0.0,0.2105263157894736,0.2105263157894736,0.0,2,1,1591,1,15,1511,290,0.0,-1.0,1.0
668,65108016-7164-nu,nu,95.84853448275862,95.84853448275862,0.0333333333333333,0.5,0.6333333333333333,0.6333333333333333,0.1430193883868388,0,0,187,1,2,494,90,0.0,0.0,-1.0
669,65105715-7163-nu,nu,73.20000000000002,73.20000000000002,0.0384615384615384,0.0,0.2692307692307692,0.2692307692307692,0.1819017187772497,0,0,187,1,4,492,89,0.0,-1.0,-1.0
670,65101175-7162-nu,nu,58.25392857142859,58.25392857142859,0.1111111111111111,0.5,0.4444444444444444,0.4444444444444444,0.0,0,0,187,1,3,490,88,0.0,-1.0,-1.0
676,64926708-7143-nu,nu,97.025,97.025,0.25,0.0,0.25,0.25,0.0,0,0,695,0,0,307,56,0.0,-1.0,-1.0
679,64665254-7134-nu,nu,95.165,95.165,0.0909090909090909,0.0,0.3636363636363636,0.3636363636363636,0.4264014327112208,0,0,278,1,5,63,11,0.797956588679095,0.0,1.0
680,64742059-7134-nu,nu,100.0,100.0,0.1,0.0,0.4,0.4,0.0,0,0,209,1,8,206,52,0.7586142287718893,1.0,1.0
684,63925297-7089-nu,nu,75.46678571428575,77.60941176470591,0.0512820512820512,0.5,0.4615384615384615,0.4615384615384615,0.1154700538379251,0,0,695,1,4,287,50,0.0,0.0,-1.0
685,63933380-7089-nu,nu,26.94500000000002,75.29655172413794,0.3469387755102041,0.0,0.3673469387755102,0.4285714285714285,0.5052467333920879,0,0,695,1,4,287,50,0.0,0.0,-1.0
687,63902221-7087-nu,nu,86.44123188405798,86.44123188405798,0.0192307692307692,0.0,0.5576923076923077,0.5576923076923077,0.125,39,1,3488,1,42,1724,299,0.0,-1.0,-1.0
690,63607355-7069-nu,nu,74.27000000000001,75.99000000000002,0.0857142857142857,0.0,0.4571428571428571,0.4857142857142857,0.3481553119113957,0,0,339,0,0,134,42,0.0,0.0,-1.0
691,63347239-7062-nu,nu,72.07326923076926,72.07326923076926,0.0238095238095238,0.0,0.5476190476190477,0.5714285714285714,0.2258769757263128,5,1,441,1,21,132,28,0.8593432085621647,0.0,-1.0
694,63355951-7062-nu,nu,80.49869565217392,88.83428571428574,0.12,0.0,0.52,0.52,0.1632993161855452,0,0,441,1,9,132,28,0.6962309301869197,0.0,1.0
697,63390647-7059-nu,nu,89.52500000000002,89.52500000000002,0.0303030303030303,0.0,0.303030303030303,0.303030303030303,0.1616904166908886,0,0,3166,0,0,1338,272,0.0,1.0,1.0
698,63552063-7059-nu,nu,66.42336956521743,75.32035714285716,0.1142857142857142,0.5,0.4,0.4285714285714285,0.1581138830084189,0,0,187,1,9,472,79,0.0,1.0,1.0
699,63379588-7053-nu,nu,89.24500000000003,85.07411764705884,0.2608695652173913,0.0,0.4782608695652174,0.6086956521739131,0.1035098339013531,4,1,3166,1,22,1338,272,0.0,-1.0,-1.0
702,62113503-7023-nu,nu,72.99033018867925,81.63200000000002,0.1016949152542373,0.5,0.4915254237288136,0.5084745762711864,0.3575976876249205,0,0,785,1,28,1082,156,0.0,-1.0,-1.0
703,62113596-7023-nu,nu,90.1325,95.73000000000002,0.1052631578947368,0.0,0.5789473684210527,0.5789473684210527,0.1390096093713831,0,0,785,1,28,1082,156,0.0,-1.0,-1.0
704,62115698-7023-nu,nu,60.27083333333334,76.22008470353764,0.1180555555555555,0.0,0.4375,0.4444444444444444,0.1629008626039076,1,1,785,1,24,1082,156,0.0,0.0,-1.0
711,61884755-1625-nu,nu,90.09000000000002,100.0,0.4117647058823529,0.0,0.4117647058823529,0.4117647058823529,0.493435163795169,0,0,142,1,1,639,89,0.6412705314929323,0.0,1.0
712,61893042-1625-nu,nu,98.67808823529413,100.0,0.1304347826086956,0.5,0.4347826086956521,0.4347826086956521,0.1778216897897548,0,0,315,1,1,559,77,0.7160894433721886,1.0,1.0
714,59936738-1621-nu,nu,65.29590909090909,65.29590909090909,0.04,0.0,0.52,0.52,0.098058067569092,0,0,17,1,1,23,2,0.0,-1.0,-1.0
715,60442700-1621-nu,nu,73.84500000000001,73.84500000000001,0.1666666666666666,0.0,0.5,0.5,0.2041241452319315,0,0,0,1,1,29,4,0.0,1.0,1.0
718,57978361-1611-nu,nu,100.0,100.0,0.1666666666666666,0.0,0.5,0.5,0.2886751345948129,4,1,315,1,25,556,75,0.0,-1.0,-1.0
721,55394592-1595-nu,nu,75.87500000000001,70.33964285714288,0.1818181818181818,0.5,0.2727272727272727,0.2727272727272727,0.1005037815259212,3,1,19,0,0,26,3,0.0,-1.0,-1.0
723,55396595-1595-nu,nu,82.95618852459016,82.95618852459016,0.0161290322580645,0.0,0.7096774193548387,0.7258064516129032,0.0589255650988789,0,0,18,1,5,22,3,0.259924343054644,0.0,1.0
725,54161741-1585-nu,nu,74.1757142857143,78.755,0.2769230769230769,0.0,0.4,0.4,0.1946247360403807,11,1,456,1,1,967,110,1.0,0.0,1.0
726,54171728-1585-nu,nu,91.69666666666669,91.69666666666669,0.03125,0.0,0.46875,0.46875,0.0,11,1,456,1,1,967,110,1.0,0.0,-1.0
727,50195956-1553-nu,nu,82.9014285714286,82.9014285714286,0.04,0.6666666666666666,0.2,0.2,0.1296407447104328,0,0,456,1,7,962,108,0.2607392555348897,-1.0,-1.0
729,48268336-1539-nu,nu,54.18500000000003,69.78833333333336,0.2131147540983606,0.0,0.4180327868852459,0.4262295081967213,0.3236694374850748,0,0,456,1,4,955,105,0.0,1.0,1.0
736,50043006-1539-nu,nu,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,1,456,1,14,955,105,0.0,1.0,1.0
738,50044904-1539-nu,nu,87.94500000000002,87.94500000000002,0.0769230769230769,0.5,0.5384615384615384,0.5384615384615384,0.1666666666666666,5,1,456,1,11,955,105,0.0,-1.0,-1.0
743,40722368-1489-nu,nu,63.84279411764709,63.84279411764709,0.05,0.0,0.35,0.4,0.0833333333333333,1,1,111,0,0,16,3,0.952699082494256,1.0,1.0
746,39407088-1474-nu,nu,100.0,100.0,0.2,0.0,0.2,0.2,0.1154700538379251,33,1,385,1,39,1722,255,0.4738262243335576,1.0,1.0
749,37655417-1455-nu,nu,100.0,98.31540322580648,0.0571428571428571,0.0,0.5428571428571428,0.5428571428571428,0.1740776559556978,0,0,28,1,3,130,3,0.0,-1.0,-1.0
750,37656641-1455-nu,nu,83.46583333333336,83.46583333333336,0.0344827586206896,0.0,0.4137931034482758,0.4137931034482758,0.0,1,1,28,1,3,130,3,0.0,0.0,-1.0
751,37755445-1455-nu,nu,98.49736842105266,98.49736842105266,0.0526315789473684,1.0,0.7368421052631579,0.7368421052631579,0.3077935056255462,0,0,370,1,10,2149,289,0.418453802634951,-1.0,-1.0
753,37360629-1443-nu,nu,100.0,100.0,0.1666666666666666,1.0,0.8333333333333334,0.8333333333333334,0.0,0,0,315,1,4,453,54,0.5184360777979711,-1.0,-1.0
754,37020296-1442-nu,nu,100.0,100.0,1.0,0.0,0.0,0.0,0.0,36,1,511,1,68,910,98,0.8703155302324018,1.0,1.0
761,34068341-1421-nu,nu,100.0,100.0,0.0714285714285714,0.0,0.6428571428571429,0.6428571428571429,0.0,0,0,511,1,2,816,88,0.0,0.0,1.0
762,34072707-1421-nu,nu,90.95857142857145,90.95857142857145,0.1428571428571428,0.0,0.5714285714285714,0.5714285714285714,0.0,0,0,456,1,2,907,96,0.0,1.0,1.0
775,31933950-1382-nu,nu,95.4632142857143,95.4632142857143,0.0416666666666666,0.5,0.4166666666666667,0.4166666666666667,0.1796053020267749,5,1,511,1,2,726,78,0.0,1.0,1.0
776,31934059-1382-nu,nu,100.0,100.0,0.0476190476190476,0.0,0.5238095238095238,0.5238095238095238,0.1391216687280504,1,1,511,1,4,726,78,0.0,1.0,1.0
777,31767096-1376-nu,nu,36.62000000000003,36.62000000000003,1.0,0.0,0.0,0.0,0.0,6,1,456,1,45,664,76,0.4247450533996041,1.0,1.0
778,31772502-1376-nu,nu,100.0,100.0,0.1666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,11,1,370,1,100,1813,249,0.8864769585615967,-1.0,1.0
779,31435002-1369-nu,nu,97.025,97.025,0.2,0.0,0.2,0.2,0.0,0,0,315,1,7,158,20,0.0,1.0,1.0
780,31435121-1369-nu,nu,100.0,100.0,0.2105263157894736,0.0,0.3684210526315789,0.3684210526315789,0.1617875572323585,10,1,370,1,86,1799,245,0.4260281030760912,0.0,-1.0
792,22730522-1244-nu,nu,87.1588392857143,87.1588392857143,0.0085470085470085,0.0,0.5811965811965812,0.5811965811965812,0.2132007163556104,0,0,456,1,11,401,36,0.0,1.0,1.0
795,22124723-1217-nu,nu,69.78500000000001,66.10000000000002,0.1538461538461538,0.0,0.3846153846153846,0.3846153846153846,0.039405520311955,0,0,370,1,2,1155,187,0.0,-1.0,-1.0
800,20615266-1179-nu,nu,100.0,99.4098484848485,0.2424242424242424,0.3333333333333333,0.4242424242424242,0.4545454545454545,0.3296902366978935,0,0,456,1,6,150,6,0.0,0.0,-1.0
801,20616248-1179-nu,nu,100.0,100.0,0.0,0.0,0.5,0.5,0.1012739367083666,0,0,456,1,6,150,6,0.0,1.0,1.0
805,19570932-1154-nu,nu,87.30000000000003,87.30000000000003,0.0384615384615384,1.0,0.5384615384615384,0.5384615384615384,0.1839418018454897,0,0,60,1,6,281,55,0.0,0.0,-1.0
806,19087261-1140-nu,nu,55.40350000000004,74.27000000000001,0.4375,0.5,0.375,0.375,0.2858309752375147,0,0,385,1,13,1660,241,0.0,0.0,-1.0
807,19087394-1140-nu,nu,90.95857142857145,89.6067307692308,0.1176470588235294,0.0,0.4117647058823529,0.4117647058823529,0.1622214211307625,0,0,385,1,13,1660,241,0.0,-1.0,-1.0
811,18660246-1131-nu,nu,52.14334745762713,64.66285714285716,0.2898550724637681,0.0,0.5072463768115942,0.5072463768115942,0.1682440467470144,3,1,497,1,8,805,124,0.6744295805990699,0.0,1.0
821,63041774-1742-nu,nu,68.93950000000002,67.75500000000001,0.0666666666666666,0.0,0.2333333333333333,0.2333333333333333,0.0662266178532521,0,0,641,1,1,37,13,0.0249523932745535,1.0,1.0
823,62069524-1733-nu,nu,100.0,100.0,0.1052631578947368,0.0,0.2631578947368421,0.2631578947368421,0.0,2,1,44,1,37,139,44,0.0,1.0,1.0
833,60659192-1684-nu,nu,100.0,100.0,0.125,0.0,0.5,0.5,0.0,10,1,824,1,29,1589,273,0.0,1.0,1.0
836,60489793-1673-nu,nu,100.0,100.0,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,0,0,0,1,5,43,6,0.0,-1.0,-1.0
837,60492817-1673-nu,nu,100.0,100.0,0.1428571428571428,0.0,0.5714285714285714,0.5714285714285714,0.0,2,1,824,1,5,1578,268,0.9233784927694012,1.0,1.0
849,60417175-1668-nu,nu,0.0,0.0,0.5,0.0,0.0,0.0,0.0,10,1,824,1,26,1578,268,0.0,1.0,1.0
860,59763077-1649-nu,nu,53.655,97.025,0.6428571428571429,0.0,0.3571428571428571,0.3571428571428571,0.592999453328881,0,0,824,1,1,1546,262,0.1325825214724776,0.0,1.0
863,59766859-1649-nu,nu,31.545000000000016,31.545000000000016,0.1666666666666666,0.0,0.5,0.5,0.2041241452319315,26,1,824,1,5,1546,262,0.0,-1.0,-1.0
869,58444208-1637-nu,nu,100.0,100.0,1.0,0.0,1.0,1.0,0.0,0,0,201,1,5,389,70,0.0,1.0,1.0
892,55753949-1589-nu,nu,100.0,100.0,0.0555555555555555,0.0,0.7222222222222222,0.7222222222222222,0.1450952500220023,1,1,324,0,0,558,118,0.0,1.0,1.0
897,54899870-1588-nu,nu,100.0,100.0,0.0303030303030303,0.0,0.0909090909090909,0.0909090909090909,0.0,0,0,44,1,2,34,13,0.0,0.0,-1.0
898,54905434-1588-nu,nu,49.19282258064519,57.23363636363638,0.3720930232558139,0.0,0.2790697674418604,0.3023255813953488,0.1756820922315766,0,0,18,1,6,31,9,0.0,-1.0,-1.0
899,54905994-1588-nu,nu,100.0,100.0,0.1176470588235294,0.5,0.2941176470588235,0.2941176470588235,0.0294627825494394,0,0,18,1,3,31,9,0.0,-1.0,-1.0
904,50869875-1549-nu,nu,97.025,100.0,0.6,0.0,0.2,0.2,0.0,0,0,146,0,0,1,1,0.0,0.0,1.0
908,49511401-1531-nu,nu,80.75019230769233,92.38678571428576,0.14,0.0,0.42,0.42,0.1472642081021447,1,1,824,1,32,1468,246,0.229839055204115,0.0,1.0
917,45126489-1496-nu,nu,67.84964285714288,67.84964285714288,0.0027777777777777,0.0,0.2444444444444444,0.2555555555555555,0.2042555246271589,0,0,0,0,0,0,0,0.0,0.0,-1.0
919,43302570-1471-nu,nu,72.04500000000002,100.0,0.7916666666666666,0.0,0.2291666666666666,0.25,0.4234415091565923,0,0,10,1,2,110,7,0.0,0.0,-1.0
925,40344334-1408-nu,nu,56.25500000000002,80.09764705882354,0.6964285714285714,0.0,0.3928571428571428,0.3928571428571428,0.3079565902914373,0,0,186,1,1,478,55,0.9050154010569936,-1.0,-1.0
930,34609008-1321-nu,nu,62.79000000000002,36.62000000000003,0.3333333333333333,0.0,0.0,0.0,0.3535533905932737,0,0,188,1,2,273,69,0.5025813284617988,1.0,1.0
943,63595346-2862-nu,nu,78.58096153846155,78.58096153846155,0.024390243902439,0.0,0.4878048780487805,0.4878048780487805,0.2357022603955158,0,0,93,0,0,51,9,0.0,0.0,1.0
944,63361850-2857-nu,nu,100.0,100.0,0.0666666666666666,1.0,0.2666666666666666,0.2666666666666666,0.1054092553389459,0,0,11,0,0,24,1,0.0,0.0,1.0
946,63363897-2857-nu,nu,66.7871428571429,66.7871428571429,0.1428571428571428,0.0,0.4285714285714285,0.4285714285714285,0.0990147542976674,6,1,306,1,16,149,33,0.6653127337741476,1.0,1.0
950,62860153-2847-nu,nu,99.0,99.0,0.0526315789473684,0.0,0.4210526315789473,0.4210526315789473,0.3713906763541037,0,0,67,0,0,44,6,0.0,0.0,-1.0
961,62044714-2806-nu,nu,100.0,100.0,0.2,0.0,0.2,0.2,0.0,10,1,748,1,13,1262,232,0.0,1.0,1.0
963,61951067-2799-nu,nu,93.57977272727274,93.57977272727274,0.0833333333333333,0.0,0.5,0.6666666666666666,0.1740776559556978,2,1,67,0,0,16,5,0.0,-1.0,-1.0
968,61594362-2778-nu,nu,92.965,92.965,0.125,1.0,0.375,0.375,0.2041241452319314,4,1,428,1,7,1041,116,0.0,0.0,-1.0
970,61343162-2775-nu,nu,100.0,100.0,0.125,0.0,0.125,0.125,0.0,72,1,2342,1,200,3650,677,0.0,-1.0,-1.0
976,60795142-2757-nu,nu,100.0,100.0,0.0714285714285714,0.0,0.1428571428571428,0.1428571428571428,0.0,16,1,428,1,4,957,109,0.0,1.0,1.0
977,60466042-2755-nu,nu,100.0,100.0,0.0357142857142857,0.0,0.0357142857142857,0.0357142857142857,0.0,0,0,107,1,2,222,54,0.0,1.0,1.0
981,59456704-2732-nu,nu,100.0,100.0,0.1666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,1,1,118,1,1,19,5,0.8963094011004109,1.0,1.0
982,59411508-2731-nu,nu,100.0,100.0,0.1666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0851256530758748,1,1,748,1,25,1089,208,0.0,0.0,1.0
984,59407529-2730-nu,nu,77.90500000000002,77.90500000000002,0.5,0.0,0.0,0.0,0.0,7,1,428,1,2,821,104,0.6195830695696501,1.0,1.0
985,59395576-2728-nu,nu,49.48000000000002,49.48000000000002,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.0,1,1,428,1,2,817,102,0.8705858699332938,1.0,1.0
987,59296610-2727-nu,nu,100.0,100.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0,0,93,0,0,51,9,0.0,-1.0,-1.0
988,59438068-2727-nu,nu,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0,0,119,1,1,53,15,0.0,1.0,1.0
990,58944406-2725-nu,nu,89.865,89.865,0.0256410256410256,0.0,0.5128205128205128,0.5128205128205128,0.0,1,1,748,1,1,1033,206,0.0,-1.0,-1.0
991,58945551-2725-nu,nu,78.33000000000001,78.33000000000001,0.037037037037037,0.0,0.6296296296296297,0.6296296296296297,0.0350931203171798,4,1,428,1,2,812,101,0.0,-1.0,-1.0
992,58946786-2725-nu,nu,75.93939393939395,75.93939393939395,0.0161290322580645,0.6666666666666666,0.4193548387096774,0.4193548387096774,0.1037174767056277,0,0,253,0,0,335,39,0.0,1.0,-1.0
993,58949189-2725-nu,nu,95.93928571428572,95.93928571428572,0.0666666666666666,0.0,0.5333333333333333,0.5333333333333333,0.2051956704170308,9,1,748,1,13,1033,206,0.0,-1.0,-1.0
998,58396549-2713-nu,nu,96.06202898550724,96.06202898550724,0.04,0.0,0.44,0.44,0.0,2,1,428,1,2,798,96,0.8323164735973428,-1.0,-1.0
999,58399002-2713-nu,nu,100.0,100.0,0.1666666666666666,0.0,0.5,0.5,0.0,0,0,748,1,4,1025,205,0.7597559282756079,1.0,1.0
1000,57234224-2702-nu,nu,100.0,100.0,0.25,0.0,0.0,0.0,0.0,0,0,70,1,6,100,8,0.0,1.0,1.0
1003,56997764-2694-nu,nu,92.965,92.965,0.1111111111111111,1.0,0.4444444444444444,0.4444444444444444,0.1421338109037403,6,1,748,1,43,1019,202,0.9818064119112112,-1.0,-1.0
1005,57387823-2688-nu,nu,95.165,95.165,0.1,1.0,0.6,0.6,0.0,1,1,174,1,7,300,93,0.0,0.0,-1.0
1007,56527669-2674-nu,nu,35.60500000000002,35.60500000000002,0.5,0.0,0.0,0.0,0.0,0,0,34,1,2,153,18,0.0,1.0,1.0
1008,56528543-2674-nu,nu,64.40294573643413,65.03162601626018,0.06,0.0,0.48,0.48,0.3526728079292991,0,0,34,1,2,153,18,0.0,-1.0,-1.0
1009,56531176-2674-nu,nu,64.9245454545455,64.9245454545455,0.0769230769230769,0.0,0.4615384615384615,0.4615384615384615,0.1601281538050871,0,0,93,1,2,46,4,0.4841820261350418,0.0,1.0
1011,56533194-2674-nu,nu,85.88886363636365,85.88886363636365,0.0833333333333333,0.0,0.4166666666666667,0.4166666666666667,0.1754116038614058,0,0,34,1,10,153,18,0.0,1.0,1.0
1012,56398758-2672-nu,nu,100.0,100.0,0.0666666666666666,0.5,0.3333333333333333,0.4666666666666667,0.2309401076758502,0,0,10,1,6,31,2,0.0,-1.0,-1.0
1013,56399436-2672-nu,nu,77.90500000000002,77.90500000000002,0.5,0.0,0.5,0.5,0.0,0,0,10,1,6,31,2,0.0,1.0,1.0
1017,55052317-2649-nu,nu,84.9157142857143,84.9157142857143,0.0588235294117647,0.0,0.2352941176470588,0.2352941176470588,0.140028008402801,3,1,107,1,9,197,46,0.0,1.0,1.0
1027,52519453-2604-nu,nu,100.0,75.87500000000001,0.4444444444444444,0.0,0.3333333333333333,0.4444444444444444,0.2581988897471611,0,0,107,0,0,189,42,0.0,1.0,1.0
1031,52242665-2601-nu,nu,71.24875000000003,72.04500000000002,0.1081081081081081,0.0,0.4594594594594595,0.4864864864864865,0.2525381361380527,4,1,284,1,66,463,43,1.0,0.0,-1.0
1037,50478052-2558-nu,nu,78.24500000000002,100.0,0.1666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.3253956867279842,0,0,748,1,21,974,184,0.0,1.0,1.0
1055,49000637-2524-nu,nu,100.0,100.0,0.037037037037037,0.6666666666666666,0.4814814814814814,0.4814814814814814,0.0,0,0,119,0,0,38,12,0.0,-1.0,-1.0
1063,47844638-2487-nu,nu,24.129999999999995,24.129999999999995,0.0188679245283018,0.0,0.5660377358490566,0.5660377358490566,0.2139802462554564,1,1,284,1,1,129,22,0.0,-1.0,-1.0
1068,47784239-2470-nu,nu,69.31750000000001,69.31750000000001,0.0208333333333333,0.5,0.5416666666666666,0.5416666666666666,0.0,0,0,610,0,0,1326,333,0.0,-1.0,-1.0
1069,47788275-2470-nu,nu,68.08215053763442,68.08215053763442,0.0294117647058823,0.0,0.4117647058823529,0.4117647058823529,0.0,0,0,107,0,0,19,4,0.0,-1.0,-1.0
1078,47358434-2441-nu,nu,75.29655172413794,75.6864285714286,0.064516129032258,0.0,0.5161290322580645,0.5161290322580645,0.1005037815259212,0,0,93,1,2,104,15,0.89884314639822,0.0,1.0
1080,47359198-2441-nu,nu,73.54021505376345,88.5902380952381,0.1142857142857142,0.3333333333333333,0.4285714285714285,0.4285714285714285,0.2022783485156837,0,0,93,1,1,104,15,0.9386679716361956,0.0,-1.0
